Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
13	:	1772287875.343	     2.986	0	0	0	0	pypy3 /opt/bin/scripts/../clair3.py MergeVcf --pileup_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/pileup.vcf.gz --bed_fn_prefix /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/full_alignment_output/candidate_bed --full_alignment_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/full_alignment.vcf.gz --output_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr13.vcf' --platform hifi --print_ref_calls False --gvcf False --haploid_precise False --haploid_sensitive False --gvcf_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr13.gvcf' --non_var_gvcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/gvcf_tmp_output/non_var.gvcf --ref_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/reference/GRCh38.fa --qual 2 --ctgName chr13
16	:	1772287875.418	     2.913	0	0	0	0	pypy3 /opt/bin/scripts/../clair3.py MergeVcf --pileup_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/pileup.vcf.gz --bed_fn_prefix /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/full_alignment_output/candidate_bed --full_alignment_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/full_alignment.vcf.gz --output_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr16.vcf' --platform hifi --print_ref_calls False --gvcf False --haploid_precise False --haploid_sensitive False --gvcf_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr16.gvcf' --non_var_gvcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/gvcf_tmp_output/non_var.gvcf --ref_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/reference/GRCh38.fa --qual 2 --ctgName chr16
7	:	1772287875.261	     3.141	0	0	0	0	pypy3 /opt/bin/scripts/../clair3.py MergeVcf --pileup_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/pileup.vcf.gz --bed_fn_prefix /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/full_alignment_output/candidate_bed --full_alignment_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/full_alignment.vcf.gz --output_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr7.vcf' --platform hifi --print_ref_calls False --gvcf False --haploid_precise False --haploid_sensitive False --gvcf_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr7.gvcf' --non_var_gvcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/gvcf_tmp_output/non_var.gvcf --ref_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/reference/GRCh38.fa --qual 2 --ctgName chr7
14	:	1772287875.363	     3.074	0	0	0	0	pypy3 /opt/bin/scripts/../clair3.py MergeVcf --pileup_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/pileup.vcf.gz --bed_fn_prefix /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/full_alignment_output/candidate_bed --full_alignment_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/full_alignment.vcf.gz --output_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr14.vcf' --platform hifi --print_ref_calls False --gvcf False --haploid_precise False --haploid_sensitive False --gvcf_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr14.gvcf' --non_var_gvcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/gvcf_tmp_output/non_var.gvcf --ref_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/reference/GRCh38.fa --qual 2 --ctgName chr14
15	:	1772287875.388	     3.049	0	0	0	0	pypy3 /opt/bin/scripts/../clair3.py MergeVcf --pileup_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/pileup.vcf.gz --bed_fn_prefix /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/full_alignment_output/candidate_bed --full_alignment_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/full_alignment.vcf.gz --output_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr15.vcf' --platform hifi --print_ref_calls False --gvcf False --haploid_precise False --haploid_sensitive False --gvcf_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr15.gvcf' --non_var_gvcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/gvcf_tmp_output/non_var.gvcf --ref_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/reference/GRCh38.fa --qual 2 --ctgName chr15
10	:	1772287875.283	     3.223	0	0	0	0	pypy3 /opt/bin/scripts/../clair3.py MergeVcf --pileup_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/pileup.vcf.gz --bed_fn_prefix /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/full_alignment_output/candidate_bed --full_alignment_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/full_alignment.vcf.gz --output_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr10.vcf' --platform hifi --print_ref_calls False --gvcf False --haploid_precise False --haploid_sensitive False --gvcf_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr10.gvcf' --non_var_gvcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/gvcf_tmp_output/non_var.gvcf --ref_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/reference/GRCh38.fa --qual 2 --ctgName chr10
17	:	1772287877.934	     1.930	0	0	0	0	pypy3 /opt/bin/scripts/../clair3.py MergeVcf --pileup_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/pileup.vcf.gz --bed_fn_prefix /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/full_alignment_output/candidate_bed --full_alignment_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/full_alignment.vcf.gz --output_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr17.vcf' --platform hifi --print_ref_calls False --gvcf False --haploid_precise False --haploid_sensitive False --gvcf_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr17.gvcf' --non_var_gvcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/gvcf_tmp_output/non_var.gvcf --ref_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/reference/GRCh38.fa --qual 2 --ctgName chr17
19	:	1772287878.023	     1.940	0	0	0	0	pypy3 /opt/bin/scripts/../clair3.py MergeVcf --pileup_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/pileup.vcf.gz --bed_fn_prefix /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/full_alignment_output/candidate_bed --full_alignment_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/full_alignment.vcf.gz --output_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr19.vcf' --platform hifi --print_ref_calls False --gvcf False --haploid_precise False --haploid_sensitive False --gvcf_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr19.gvcf' --non_var_gvcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/gvcf_tmp_output/non_var.gvcf --ref_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/reference/GRCh38.fa --qual 2 --ctgName chr19
20	:	1772287878.112	     1.970	0	0	0	0	pypy3 /opt/bin/scripts/../clair3.py MergeVcf --pileup_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/pileup.vcf.gz --bed_fn_prefix /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/full_alignment_output/candidate_bed --full_alignment_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/full_alignment.vcf.gz --output_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr20.vcf' --platform hifi --print_ref_calls False --gvcf False --haploid_precise False --haploid_sensitive False --gvcf_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr20.gvcf' --non_var_gvcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/gvcf_tmp_output/non_var.gvcf --ref_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/reference/GRCh38.fa --qual 2 --ctgName chr20
21	:	1772287878.141	     2.009	0	0	0	0	pypy3 /opt/bin/scripts/../clair3.py MergeVcf --pileup_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/pileup.vcf.gz --bed_fn_prefix /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/full_alignment_output/candidate_bed --full_alignment_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/full_alignment.vcf.gz --output_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr21.vcf' --platform hifi --print_ref_calls False --gvcf False --haploid_precise False --haploid_sensitive False --gvcf_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chr21.gvcf' --non_var_gvcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/gvcf_tmp_output/non_var.gvcf --ref_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/reference/GRCh38.fa --qual 2 --ctgName chr21
23	:	1772287878.225	     2.003	0	0	0	0	pypy3 /opt/bin/scripts/../clair3.py MergeVcf --pileup_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/pileup.vcf.gz --bed_fn_prefix /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/full_alignment_output/candidate_bed --full_alignment_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/full_alignment.vcf.gz --output_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chrX.vcf' --platform hifi --print_ref_calls False --gvcf False --haploid_precise False --haploid_sensitive False --gvcf_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chrX.gvcf' --non_var_gvcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/gvcf_tmp_output/non_var.gvcf --ref_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/reference/GRCh38.fa --qual 2 --ctgName chrX
30	:	1772287878.467	     1.762	0	0	0	0	pypy3 /opt/bin/scripts/../clair3.py MergeVcf --pileup_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/pileup.vcf.gz --bed_fn_prefix /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/full_alignment_output/candidate_bed --full_alignment_vcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/full_alignment.vcf.gz --output_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chrUn_KI270511v1.vcf' --platform hifi --print_ref_calls False --gvcf False --haploid_precise False --haploid_sensitive False --gvcf_fn '/hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/merge_output/merge_chrUn_KI270511v1.gvcf' --non_var_gvcf_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/results/clair3/tmp/gvcf_tmp_output/non_var.gvcf --ref_fn /hdd4/sines/specialtopicsinbioinformatics/hafsa.sines/variant_calling_pipeline/reference/GRCh38.fa --qual 2 --ctgName chrUn_KI270511v1
